,ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
341,342,0.91,Ideal,D,SI2,62.2,2803,3080.21978,45.06430868,SN,NR
342,343,0.71,Very Good,E,VS2,63.8,2804,3949.295775,43.94984326,SP,NR
343,344,0.71,Very Good,E,VS2,64.0,2804,3949.295775,43.8125,NR,NR
344,345,0.8,Very Good,E,SI2,62.5,2804,3505.0,44.864,NR,NR
345,346,0.7,Very Good,D,SI1,62.3,2804,4005.714286,45.00802568,NR,NR
346,347,0.72,Ideal,F,VS1,61.7,2804,3894.444444,45.44570502,Negative,NR
347,348,0.72,Very Good,F,VS1,62.2,2804,3894.444444,45.08038585,Positive,NR
348,349,0.82,Ideal,H,VS2,61.5,2804,3419.512195,45.59349593,Positve,NR
349,350,0.7,Ideal,D,SI1,61.0,2804,4005.714286,45.96721311,NR,NR
350,351,0.72,Ideal,D,SI1,62.2,2804,3894.444444,45.08038585,NR,NR
351,352,0.72,Ideal,D,SI1,61.5,2804,3894.444444,45.59349593,SP,NR
353,354,0.74,Premium,F,VS2,61.7,2805,3790.540541,45.46191248,SN,NR
354,355,0.74,Premium,F,VS2,61.9,2805,3790.540541,45.31502423,Negative,NR
355,356,0.73,Ideal,E,SI2,61.8,2805,3842.465753,45.38834951,Negative,NR
357,358,0.73,Premium,F,VS2,62.5,2805,3842.465753,44.88,Negative,NR
358,359,0.72,Ideal,G,VS2,62.8,2805,3895.833333,44.6656051,SN,NR
359,360,0.74,Fair,F,VS2,61.1,2805,3790.540541,45.90834697,Negative,NR
360,361,0.82,Good,G,VS2,64.0,2805,3420.731707,43.828125,SN,NR
361,362,0.81,Very Good,G,SI1,62.5,2806,3464.197531,44.896,SN,NR
362,363,0.75,Very Good,H,VVS1,60.6,2806,3741.333333,46.30363036,SP,NR
363,364,0.7,Ideal,F,SI1,61.6,2806,4008.571429,45.55194805,NR,Positive
364,365,0.71,Very Good,F,VS1,62.2,2807,3953.521127,45.12861736,NR,Positive
365,366,0.71,Very Good,F,VS1,60.0,2807,3953.521127,46.78333333,NR,Positive
366,367,0.93,Premium,J,SI2,61.9,2807,3018.27957,45.34733441,Negative,Positive
367,368,0.8,Very Good,H,VS2,62.8,2808,3510.0,44.7133758,Positive,Positive
368,369,0.7,Very Good,F,VS1,62.0,2808,4011.428571,45.29032258,Negative,Positive
370,371,0.75,Very Good,G,VS2,63.4,2808,3744.0,44.29022082,Positve,Positive
371,372,0.58,Ideal,E,VVS2,60.9,2808,4841.37931,46.10837438,NR,Positive
372,373,0.73,Very Good,D,SI1,63.1,2808,3846.575342,44.50079239,NR,Positive
373,374,0.81,Very Good,F,SI1,63.1,2809,3467.901235,44.51664025,SP,Positive
374,375,0.81,Premium,D,SI2,59.2,2809,3467.901235,47.44932432,SN,Positive
375,376,0.71,Premium,F,SI1,60.7,2809,3956.338028,46.276771,SN,Positive
376,377,1.2,Fair,F,I1,64.6,2809,2340.833333,43.48297214,Negative,Positive
377,378,0.7,Very Good,F,VS1,61.8,2810,4014.285714,45.46925566,Negative,Positive
378,379,0.7,Very Good,F,VS1,59.9,2810,4014.285714,46.9115192,Negative,Positive
379,380,0.74,Ideal,D,SI2,61.7,2810,3797.297297,45.54294976,Negative,Positive
380,381,0.7,Good,F,VS1,62.8,2810,4014.285714,44.74522293,SN,Positive
381,382,0.8,Good,G,SI1,62.7,2810,3512.5,44.81658692,Negative,Positive
382,383,0.75,Very Good,F,SI1,63.4,2811,3748.0,44.33753943,SN,Positive
383,384,0.83,Very Good,D,SI1,63.5,2811,3386.746988,44.26771654,SN,Positive
386,387,0.7,Very Good,G,VS1,63.0,2812,4017.142857,44.63492063,NR,Positive
387,388,0.7,Very Good,F,VS2,59.5,2812,4017.142857,47.2605042,NR,Positive
388,389,0.7,Good,E,SI1,63.5,2812,4017.142857,44.28346457,Negative,Positive
389,390,0.7,Very Good,F,VS2,61.7,2812,4017.142857,45.57536467,Positive,Positive
390,391,0.32,Premium,I,SI1,62.7,554,1731.25,8.835725678,Positve,Positive
391,392,0.32,Premium,I,SI1,62.8,554,1731.25,8.821656051,NR,Positive
392,393,0.32,Ideal,I,SI1,62.4,554,1731.25,8.878205128,NR,Positive
393,394,0.32,Premium,I,SI1,61.0,554,1731.25,9.081967213,SP,Positive
394,395,0.32,Very Good,I,SI1,63.1,554,1731.25,8.779714739,SN,Positive
395,396,0.32,Ideal,I,SI1,60.7,554,1731.25,9.126853377,SN,Positive
396,397,0.3,Premium,H,SI1,60.9,554,1846.666667,9.096880131,Negative,Positive
397,398,0.3,Premium,H,SI1,60.1,554,1846.666667,9.21797005,Negative,Positive
398,399,0.3,Premium,H,SI1,62.9,554,1846.666667,8.807631161,Negative,Positive
399,400,0.3,Very Good,H,SI1,63.3,554,1846.666667,8.751974724,Negative,Positive
400,401,0.3,Good,H,SI1,63.8,554,1846.666667,8.68338558,SN,Positive
401,402,0.3,Ideal,H,SI1,62.9,554,1846.666667,8.807631161,Negative,Positive
402,403,0.3,Very Good,H,SI1,63.4,554,1846.666667,8.738170347,Negative,Positve
403,404,0.32,Good,I,SI1,63.9,554,1731.25,8.669796557,Positive,Positve
404,405,0.33,Ideal,H,SI2,61.4,554,1678.787879,9.022801303,Positve,Positve
405,406,0.29,Very Good,E,VS1,61.9,555,1913.793103,8.966074313,NR,Positve
406,407,0.29,Very Good,E,VS1,62.4,555,1913.793103,8.894230769,NR,Positve
407,408,0.31,Very Good,F,SI1,61.8,555,1790.322581,8.980582524,SP,Positve
408,409,0.34,Ideal,H,VS2,61.5,555,1632.352941,9.024390244,SN,Positve
409,410,0.34,Ideal,H,VS2,60.4,555,1632.352941,9.188741722,SN,Positve
410,411,0.34,Ideal,I,VS1,61.8,555,1632.352941,8.980582524,Negative,Positve
411,412,0.34,Ideal,I,VS1,62.0,555,1632.352941,8.951612903,Negative,Positve
412,413,0.3,Ideal,G,VS1,62.3,555,1850.0,8.908507223,Negative,Positve
413,414,0.29,Ideal,F,VS1,61.6,555,1913.793103,9.00974026,Negative,Positve
414,415,0.35,Ideal,G,SI1,60.6,555,1585.714286,9.158415842,SN,Positve
416,417,0.32,Very Good,F,VS2,61.4,556,1737.5,9.055374593,SN,Positve
417,418,0.36,Ideal,I,VS2,61.9,556,1544.444444,8.982229402,SN,Positve
418,419,0.3,Ideal,G,VS2,62.0,556,1853.333333,8.967741935,SP,Positve
419,420,0.26,Ideal,E,VS1,61.5,556,2138.461538,9.040650407,NR,Positve
420,421,0.7,Very Good,F,VS2,62.3,2812,4017.142857,45.1364366,NR,Positve
421,422,0.7,Very Good,F,VS2,60.9,2812,4017.142857,46.17405583,NR,Positve
422,423,0.71,Ideal,D,SI1,62.4,2812,3960.56338,45.06410256,Negative,Positve
425,426,0.51,Ideal,F,VVS1,62.0,2812,5513.72549,45.35483871,NR,Positve
426,427,0.91,Premium,G,SI2,59.8,2813,3091.208791,47.04013378,NR,Positve
427,428,0.84,Very Good,E,SI1,63.4,2813,3348.809524,44.36908517,SP,Positve
428,429,0.91,Good,I,VS2,64.3,2813,3091.208791,43.74805599,SN,Positve
429,430,0.76,Premium,E,SI1,62.2,2814,3702.631579,45.24115756,SN,Positve
430,431,0.76,Ideal,E,SI1,61.7,2814,3702.631579,45.60777958,Negative,Positve
431,432,0.75,Premium,E,SI1,61.1,2814,3752.0,46.05564648,Negative,Positve
432,433,0.55,Very Good,D,VVS1,61.5,2815,5118.181818,45.77235772,Negative,Positve
434,435,0.74,Premium,G,VS1,61.7,2815,3804.054054,45.62398703,SN,Positve
435,436,0.7,Ideal,H,SI1,60.4,2815,4021.428571,46.60596026,Negative,Positve
436,437,0.7,Ideal,H,SI1,61.4,2815,4021.428571,45.84690554,SN,Positve
437,438,0.7,Ideal,H,SI1,61.5,2815,4021.428571,45.77235772,SN,Positve
438,439,0.7,Ideal,H,SI1,61.4,2815,4021.428571,45.84690554,SP,SN
441,442,0.89,Premium,H,SI2,60.2,2815,3162.921348,46.76079734,NR,SN
444,445,1.02,Premium,G,I1,60.3,2815,2759.803922,46.68325041,Positve,SN
445,446,0.78,Very Good,I,VVS2,61.4,2816,3610.25641,45.86319218,NR,SN
446,447,0.61,Ideal,G,VVS2,60.1,2816,4616.393443,46.85524126,NR,SN
447,448,0.71,Good,D,VS1,63.4,2816,3966.197183,44.41640379,SP,SN
448,449,0.78,Premium,F,SI1,61.5,2816,3610.25641,45.78861789,SN,SN
449,450,0.87,Ideal,H,SI2,62.7,2816,3236.781609,44.9122807,SN,SN
450,451,0.83,Ideal,H,SI1,62.5,2816,3392.771084,45.056,Negative,SN
451,452,0.71,Premium,E,SI1,61.3,2817,3967.605634,45.954323,Negative,SN
452,453,0.71,Ideal,I,VVS2,60.2,2817,3967.605634,46.79401993,Negative,SN
453,454,0.71,Ideal,E,VS2,62.7,2817,3967.605634,44.92822967,Negative,SN
454,455,0.71,Premium,E,VS2,62.3,2817,3967.605634,45.21669342,SN,SN
455,456,0.63,Ideal,F,VVS2,61.5,2817,4471.428571,45.80487805,Negative,SN
456,457,0.71,Premium,E,SI1,59.2,2817,3967.605634,47.58445946,SN,SN
457,458,0.71,Premium,E,SI1,61.8,2817,3967.605634,45.58252427,SN,SN
458,459,0.71,Ideal,E,SI1,61.3,2817,3967.605634,45.954323,SP,SN
459,460,0.71,Premium,E,SI1,61.4,2817,3967.605634,45.87947883,NR,SN
460,461,0.9,Ideal,J,VS2,62.8,2817,3130.0,44.8566879,NR,SN
461,462,0.71,Good,E,SI1,62.8,2817,3967.605634,44.8566879,NR,SN
462,463,0.7,Premium,E,VS2,62.4,2818,4025.714286,45.16025641,Negative,SN
463,464,0.7,Premium,E,VS2,59.3,2818,4025.714286,47.52107926,Positive,SN
464,465,0.7,Premium,E,VS2,63.0,2818,4025.714286,44.73015873,Positve,SN
465,466,1.0,Premium,H,I1,61.3,2818,2818.0,45.97063622,NR,SN
466,467,0.86,Premium,F,SI2,59.3,2818,3276.744186,47.52107926,NR,SN
467,468,0.8,Ideal,H,SI1,61.0,2818,3522.5,46.19672131,SP,SN
468,469,0.7,Ideal,E,VS1,62.9,2818,4025.714286,44.80127186,SN,SN
469,470,0.7,Premium,E,VS1,59.6,2818,4025.714286,47.28187919,SN,SN
470,471,0.7,Premium,F,VS2,61.8,2818,4025.714286,45.5987055,Negative,SN
471,472,0.7,Premium,E,VS1,62.7,2818,4025.714286,44.94417863,Negative,SN
473,474,0.72,Very Good,G,VS1,63.8,2819,3915.277778,44.18495298,Negative,SN
474,475,0.72,Ideal,H,VS1,62.3,2819,3915.277778,45.24879615,SN,SN
475,476,0.7,Good,F,VS1,59.7,2819,4027.142857,47.21943049,Negative,SN
476,477,0.86,Good,F,SI2,64.3,2819,3277.906977,43.84136858,SN,SN
477,478,0.71,Ideal,G,VS1,62.9,2820,3971.830986,44.83306836,SN,SN
478,479,0.75,Ideal,E,SI1,62.0,2821,3761.333333,45.5,SP,SN
479,480,0.73,Premium,E,VS2,61.6,2821,3864.383562,45.79545455,NR,SN
480,481,0.53,Ideal,E,VVS1,61.9,2821,5322.641509,45.57350565,NR,SN
481,482,0.73,Premium,E,SI1,61.3,2821,3864.383562,46.01957586,NR,SN
482,483,0.73,Good,E,SI1,63.6,2821,3864.383562,44.35534591,Negative,SN
483,484,0.73,Premium,E,SI1,59.6,2821,3864.383562,47.33221477,Positive,SN
484,485,0.73,Premium,E,SI1,62.2,2821,3864.383562,45.35369775,Positve,SN
485,486,0.73,Premium,D,SI1,61.7,2821,3864.383562,45.72123177,NR,SN
486,487,0.73,Very Good,E,SI1,63.2,2821,3864.383562,44.63607595,NR,SN
487,488,0.7,Premium,E,VS1,60.8,2822,4031.428571,46.41447368,SP,SN
488,489,0.72,Premium,E,VS2,60.3,2822,3919.444444,46.79933665,SN,SN
489,490,0.72,Premium,E,VS2,60.9,2822,3919.444444,46.33825944,SN,SN
490,491,0.72,Premium,E,VS2,62.4,2822,3919.444444,45.22435897,Negative,SN
491,492,0.7,Premium,E,VS2,60.2,2822,4031.428571,46.87707641,Negative,SN
492,493,0.6,Ideal,F,VVS2,62.0,2822,4703.333333,45.51612903,Negative,SN
493,494,0.74,Ideal,I,VVS1,60.8,2822,3813.513514,46.41447368,Negative,SN
494,495,0.73,Ideal,F,SI1,62.1,2822,3865.753425,45.44283414,SN,SN
495,496,0.71,Premium,D,SI1,62.7,2822,3974.647887,45.00797448,Negative,SN
496,497,0.71,Premium,D,SI1,61.3,2822,3974.647887,46.03588907,SN,SN
497,498,0.7,Premium,D,SI1,60.2,2822,4031.428571,46.87707641,SN,SN
498,499,0.7,Ideal,D,SI1,60.7,2822,4031.428571,46.49093904,SP,SN
499,500,0.9,Good,J,VS2,64.0,2822,3135.555556,44.09375,NR,SN
500,501,0.71,Ideal,D,SI1,60.2,2822,3974.647887,46.87707641,NR,SN
501,502,0.7,Premium,E,VS2,61.5,2822,4031.428571,45.88617886,NR,SN
502,503,0.7,Premium,E,VS2,62.6,2822,4031.428571,45.0798722,Negative,SN
503,504,0.7,Ideal,D,SI1,59.7,2822,4031.428571,47.26968174,Positive,SN
504,505,0.7,Good,E,SI1,61.4,2822,4031.428571,45.96091205,Positve,SN
505,506,0.7,Ideal,D,SI1,62.5,2822,4031.428571,45.152,NR,SN
506,507,0.7,Ideal,D,SI1,61.8,2822,4031.428571,45.66343042,NR,SN
507,508,0.7,Premium,E,VS2,60.7,2822,4031.428571,46.49093904,Negative,SN
508,509,0.7,Premium,F,VS2,60.6,2822,4031.428571,46.56765677,Positive,SN
509,510,0.7,Ideal,D,SI1,61.4,2822,4031.428571,45.96091205,Positve,SN
510,511,0.79,Very Good,D,SI2,62.8,2823,3573.417722,44.9522293,NR,SN
511,512,0.9,Good,I,SI1,63.8,2823,3136.666667,44.2476489,NR,SN
512,513,0.71,Premium,E,VS2,62.3,2823,3976.056338,45.31300161,SP,SN
513,514,0.61,Ideal,E,VVS2,61.3,2823,4627.868852,46.05220228,SN,SN
515,516,0.71,Ideal,E,SI1,60.5,2823,3976.056338,46.66115702,Negative,SN
516,517,0.71,Premium,D,VS2,61.2,2824,3977.464789,46.14379085,Negative,SN
517,518,0.77,Ideal,I,VVS2,62.1,2824,3667.532468,45.47504026,Negative,SN
518,519,0.74,Good,E,VS1,63.1,2824,3816.216216,44.75435816,Negative,SN
519,520,0.82,Ideal,F,SI2,62.4,2824,3443.902439,45.25641026,SN,SN
520,521,0.82,Premium,E,SI2,60.8,2824,3443.902439,46.44736842,Negative,SN
521,522,0.71,Premium,G,VS1,62.2,2825,3978.873239,45.41800643,SN,SN
522,523,0.83,Premium,H,SI1,60.0,2825,3403.614458,47.08333333,SN,SN
523,524,0.73,Very Good,G,VS1,62.0,2825,3869.863014,45.56451613,SP,SN
524,525,0.83,Premium,H,SI1,62.5,2825,3403.614458,45.2,NR,SN
525,526,1.17,Premium,J,I1,60.2,2825,2414.529915,46.9269103,NR,SN
526,527,0.91,Fair,H,SI2,61.3,2825,3104.395604,46.08482871,NR,SN
527,528,0.73,Premium,E,VS1,62.6,2826,3871.232877,45.14376997,Negative,SN
529,530,0.9,Premium,I,SI2,62.2,2826,3140.0,45.4340836,Positve,SN
530,531,0.7,Premium,E,VS1,62.2,2826,4037.142857,45.4340836,NR,SN
531,532,0.7,Very Good,D,VS2,63.3,2826,4037.142857,44.64454976,NR,SN
532,533,0.7,Premium,E,VS1,59.4,2826,4037.142857,47.57575758,SP,SN
533,534,0.9,Very Good,I,SI2,63.5,2826,3140.0,44.50393701,SN,SN
534,535,0.78,Premium,F,SI1,60.8,2826,3623.076923,46.48026316,SN,SN
535,536,0.96,Ideal,F,I1,60.7,2826,2943.75,46.5568369,Negative,SN
536,537,0.7,Very Good,D,SI1,62.3,2827,4038.571429,45.37720706,Negative,SN
537,538,0.72,Good,D,VS2,64.0,2827,3926.388889,44.171875,Negative,SN
538,539,0.79,Premium,H,VVS2,62.6,2827,3578.481013,45.15974441,Negative,SN
539,540,0.7,Ideal,H,VVS1,61.6,2827,4038.571429,45.89285714,SN,SN
540,541,0.7,Ideal,H,VVS1,62.3,2827,4038.571429,45.37720706,Negative,SN
541,542,0.7,Ideal,D,SI2,60.6,2828,4040.0,46.66666667,SN,SN
542,543,1.01,Premium,H,SI2,61.6,2828,2800.0,45.90909091,SN,SN
543,544,0.72,Premium,F,VS1,62.2,2829,3929.166667,45.48231511,SP,SN
544,545,0.8,Good,E,SI2,63.7,2829,3536.25,44.41130298,NR,SN
545,546,0.59,Ideal,E,VVS1,62.0,2829,4794.915254,45.62903226,NR,SN
546,547,0.72,Ideal,F,VS1,61.7,2829,3929.166667,45.85089141,NR,SN
547,548,0.75,Premium,E,SI2,61.9,2829,3772.0,45.70274637,Negative,SN
548,549,0.8,Premium,E,SI2,60.2,2829,3536.25,46.99335548,Positive,SN
549,550,0.71,Very Good,E,VS2,62.7,2830,3985.915493,45.13556619,Positve,SN
550,551,0.77,Very Good,H,SI1,61.7,2830,3675.324675,45.86709887,NR,SN
551,552,0.97,Ideal,F,I1,60.7,2830,2917.525773,46.62273476,NR,SN
552,553,0.53,Ideal,F,VVS1,60.9,2830,5339.622642,46.46962233,SP,SN
553,554,0.53,Ideal,F,VVS1,61.8,2830,5339.622642,45.79288026,SN,SN
554,555,0.8,Ideal,I,VS2,62.1,2830,3537.5,45.57165862,SN,SN
555,556,0.9,Premium,G,SI1,60.6,2830,3144.444444,46.69966997,Negative,SN
556,557,0.76,Very Good,E,SI2,60.8,2831,3725.0,46.5625,Negative,SN
557,558,0.72,Ideal,E,SI1,62.3,2831,3931.944444,45.44141252,Negative,SN
558,559,0.75,Ideal,E,SI1,61.4,2831,3774.666667,46.10749186,Negative,SN
559,560,0.72,Premium,E,SI1,62.1,2831,3931.944444,45.58776167,SN,SN
560,561,0.79,Ideal,G,SI1,61.8,2831,3583.544304,45.80906149,Negative,SN
561,562,0.72,Very Good,F,VS2,62.5,2832,3933.333333,45.312,SN,SN
562,563,0.91,Very Good,I,SI2,62.8,2832,3112.087912,45.0955414,SN,SN
563,564,0.71,Premium,G,VVS2,62.1,2832,3988.732394,45.60386473,SP,SN
564,565,0.81,Premium,G,SI1,63.0,2832,3496.296296,44.95238095,NR,SN
565,566,0.82,Ideal,H,SI1,62.5,2832,3453.658537,45.312,NR,SN
566,567,0.71,Premium,F,VS1,62.2,2832,3988.732394,45.53054662,NR,SN
567,568,0.9,Good,J,SI1,64.3,2832,3146.666667,44.04354588,Negative,SN
568,569,0.8,Very Good,I,VS2,62.0,2833,3541.25,45.69354839,Positive,SN
569,570,0.56,Very Good,E,IF,61.0,2833,5058.928571,46.44262295,Negative,SN
570,571,0.7,Very Good,D,VS2,59.6,2833,4047.142857,47.53355705,Positive,SN
571,572,0.7,Ideal,D,VS2,61.0,2833,4047.142857,46.44262295,Positve,SN
572,573,0.61,Ideal,F,VVS2,61.7,2833,4644.262295,45.91572123,NR,SN
573,574,0.85,Ideal,H,SI2,62.5,2833,3332.941176,45.328,NR,SN
574,575,0.7,Ideal,F,SI1,60.7,2833,4047.142857,46.67215815,SP,SN
575,576,0.8,Ideal,G,VS2,62.2,2834,3542.5,45.56270096,SN,SN
576,577,0.8,Ideal,H,VS2,62.8,2834,3542.5,45.12738854,SN,SN
577,578,0.51,Very Good,D,VVS1,59.9,2834,5556.862745,47.31218698,Negative,SN
578,579,0.53,Ideal,F,VVS1,61.4,2834,5347.169811,46.15635179,Negative,SN
579,580,0.78,Ideal,I,VS2,61.8,2834,3633.333333,45.85760518,Negative,SN
580,581,0.9,Very Good,J,SI1,63.4,2834,3148.888889,44.70031546,Negative,SN
582,583,0.77,Ideal,E,SI2,60.7,2834,3680.519481,46.68863262,Negative,SN
583,584,0.73,Ideal,F,VS1,61.2,2835,3883.561644,46.32352941,SN,SN
584,585,0.63,Ideal,F,VVS2,61.9,2835,4500.0,45.7996769,SN,SN
585,586,0.7,Ideal,E,VS2,61.5,2835,4050.0,46.09756098,SP,SN
586,587,0.72,Ideal,E,VS2,62.8,2835,3937.5,45.1433121,NR,SN
587,588,0.72,Ideal,E,SI1,61.0,2835,3937.5,46.47540984,NR,SN
588,589,0.75,Premium,F,VS2,59.6,2835,3780.0,47.56711409,NR,SN
589,590,0.82,Very Good,H,SI1,60.7,2836,3458.536585,46.72158155,Negative,SN
590,591,0.71,Good,E,VS2,62.8,2836,3994.366197,45.15923567,Positive,SN
591,592,0.7,Premium,E,VS1,62.6,2837,4052.857143,45.31948882,Positve,SN
592,593,0.7,Ideal,E,VS1,61.8,2837,4052.857143,45.90614887,NR,SN
593,594,0.71,Ideal,F,SI1,59.8,2838,3997.183099,47.45819398,NR,SN
594,595,0.76,Very Good,H,SI1,60.9,2838,3734.210526,46.60098522,SP,SN
596,597,0.72,Premium,F,VS1,58.8,2838,3941.666667,48.26530612,SN,SN
597,598,0.7,Premium,F,VS2,62.3,2838,4054.285714,45.55377207,Negative,SP
598,599,0.7,Premium,F,VS2,61.7,2838,4054.285714,45.99675851,Negative,SP
599,600,0.7,Premium,G,VS1,62.6,2838,4054.285714,45.33546326,Negative,SP
600,601,0.7,Premium,F,VS2,59.4,2838,4054.285714,47.77777778,Negative,SP
601,602,0.7,Very Good,E,SI1,63.5,2838,4054.285714,44.69291339,SN,SP
602,603,0.7,Premium,F,VS2,60.9,2838,4054.285714,46.60098522,Negative,SP
603,604,0.7,Premium,F,VS2,59.5,2838,4054.285714,47.69747899,Negative,SP
604,605,0.7,Premium,G,VS1,63.0,2838,4054.285714,45.04761905,Positive,SP
605,606,0.74,Very Good,E,SI1,60.0,2839,3836.486486,47.31666667,Positve,SP
606,607,0.71,Ideal,F,VS1,61.5,2839,3998.591549,46.16260163,NR,SP
607,608,0.7,Ideal,F,VS1,61.6,2839,4055.714286,46.08766234,NR,SP
608,609,0.71,Ideal,F,VS1,62.1,2839,3998.591549,45.71658615,SP,SP
609,610,0.71,Premium,F,VS1,59.1,2839,3998.591549,48.03722504,SN,SP
610,611,0.71,Premium,F,VS1,59.0,2839,3998.591549,48.11864407,SN,SP
611,612,0.71,Premium,F,VS1,60.5,2839,3998.591549,46.92561983,Negative,SP
612,613,0.7,Ideal,F,VS1,62.4,2839,4055.714286,45.49679487,Negative,SP
613,614,0.73,Ideal,G,VS2,61.8,2839,3889.041096,45.93851133,Negative,SP
614,615,0.7,Ideal,E,VS2,62.1,2839,4055.714286,45.71658615,Negative,SP
615,616,0.7,Ideal,G,VS1,61.3,2839,4055.714286,46.3132137,SN,SP
616,617,0.71,Premium,G,VVS2,60.3,2839,3998.591549,47.08126036,Negative,SP
617,618,0.71,Premium,F,VS1,59.2,2839,3998.591549,47.95608108,SN,SP
618,619,0.79,Premium,G,VS2,59.3,2839,3593.670886,47.87521079,SN,SP
619,620,0.71,Premium,F,VS1,62.7,2839,3998.591549,45.27910686,SP,SP
620,621,0.77,Very Good,H,VS1,61.0,2840,3688.311688,46.55737705,NR,SP
621,622,0.75,Very Good,F,SI2,59.8,2840,3786.666667,47.4916388,NR,SP
622,623,0.7,Ideal,F,SI1,61.0,2840,4057.142857,46.55737705,NR,SP
623,624,0.71,Premium,F,VS2,59.3,2840,4000.0,47.8920742,Negative,SP
624,625,0.92,Ideal,D,SI2,61.9,2840,3086.956522,45.88045234,Positive,SP
625,626,0.83,Premium,F,SI2,61.4,2840,3421.686747,46.25407166,Positve,SP
626,627,0.7,Premium,H,VVS1,59.2,2840,4057.142857,47.97297297,NR,SP
627,628,0.73,Premium,F,VS2,60.3,2841,3891.780822,47.11442786,NR,SP
628,629,0.71,Very Good,D,VS1,63.4,2841,4001.408451,44.81072555,SP,SP
629,630,0.73,Very Good,D,SI1,63.9,2841,3891.780822,44.4600939,SN,SP
630,631,0.82,Ideal,F,SI2,61.7,2841,3464.634146,46.04538088,SN,SP
631,632,0.82,Ideal,F,SI2,62.3,2841,3464.634146,45.60192616,Negative,SP
632,633,0.82,Very Good,F,SI2,59.7,2841,3464.634146,47.5879397,Negative,SP
633,634,0.52,Ideal,F,VVS1,61.2,2841,5463.461538,46.42156863,Negative,SP
634,635,1.0,Premium,F,I1,58.9,2841,2841.0,48.23429542,Negative,SP
636,637,0.73,Ideal,D,SI1,61.4,2841,3891.780822,46.27035831,Negative,SP
637,638,0.73,Premium,F,VS2,59.9,2841,3891.780822,47.42904841,SN,SP
638,639,0.73,Premium,G,VS1,61.4,2841,3891.780822,46.27035831,SN,SP
639,640,0.8,Ideal,I,VS1,62.6,2842,3552.5,45.39936102,SP,SP
641,642,0.7,Very Good,E,VS2,60.2,2843,4061.428571,47.22591362,NR,SP
642,643,0.7,Very Good,E,VS2,62.7,2843,4061.428571,45.34290271,NR,SP
643,644,0.71,Very Good,E,VS2,59.4,2843,4004.225352,47.86195286,Negative,SP
644,645,0.81,Very Good,F,SI2,63.2,2843,3509.876543,44.98417722,Positive,SP
645,646,0.71,Very Good,D,SI1,61.5,2843,4004.225352,46.22764228,Positve,SP
646,647,0.73,Ideal,G,VVS2,61.3,2843,3894.520548,46.37846656,NR,SP
647,648,0.73,Very Good,F,VS1,61.8,2843,3894.520548,46.00323625,NR,SP
648,649,0.72,Ideal,E,VS2,62.0,2843,3948.611111,45.85483871,SP,SP
649,650,0.81,Ideal,F,SI2,62.1,2843,3509.876543,45.78099839,SN,SP
650,651,0.71,Ideal,G,VVS2,60.7,2843,4004.225352,46.8369028,SN,SP
652,653,0.7,Very Good,E,VS1,62.0,2844,4062.857143,45.87096774,Negative,SP
653,654,1.01,Ideal,I,I1,61.5,2844,2815.841584,46.24390244,Negative,SP
654,655,1.01,Good,I,I1,63.1,2844,2815.841584,45.07131537,Negative,SP
655,656,0.79,Ideal,H,VS2,62.5,2844,3600.0,45.504,SN,SP
656,657,0.7,Very Good,E,VS2,61.8,2845,4064.285714,46.03559871,Negative,SP
657,658,0.7,Very Good,E,VS2,58.9,2845,4064.285714,48.30220713,SN,SP
658,659,0.8,Good,H,VS2,63.4,2845,3556.25,44.87381703,SN,SP
669,670,0.77,Premium,G,VS2,61.3,2846,3696.103896,46.4274062,SP,SP
670,671,0.77,Premium,G,VS1,61.4,2846,3696.103896,46.35179153,NR,SP
671,672,0.84,Very Good,H,SI1,61.2,2847,3389.285714,46.51960784,NR,SP
672,673,0.72,Ideal,E,SI1,60.3,2847,3954.166667,47.21393035,NR,SP
673,674,0.76,Premium,D,SI1,61.1,2847,3746.052632,46.59574468,Negative,SN
674,675,0.7,Very Good,G,VVS2,62.9,2848,4068.571429,45.2782194,Positive,SN
675,676,0.54,Ideal,D,VVS2,61.5,2848,5274.074074,46.30894309,Positve,SN
676,677,0.75,Fair,D,SI2,64.6,2848,3797.333333,44.08668731,NR,SN
677,678,0.79,Good,E,SI1,64.1,2849,3606.329114,44.44617785,NR,SN
678,679,0.74,Very Good,E,VS1,63.1,2849,3850.0,45.15055468,SP,SN
679,680,0.7,Very Good,E,VS2,61.0,2850,4071.428571,46.72131148,SN,SN
680,681,0.7,Ideal,F,VS2,60.8,2850,4071.428571,46.875,SN,SN
681,682,0.75,Ideal,J,SI1,61.5,2850,3800.0,46.34146341,Negative,SN
682,683,1.2,Very Good,H,I1,63.1,2850,2375.0,45.16640254,Negative,SN
683,684,0.8,Very Good,F,SI1,63.4,2851,3563.75,44.96845426,Negative,Positve
684,685,0.66,Ideal,D,VS1,62.1,2851,4319.69697,45.90982287,Negative,Positve
685,686,0.87,Very Good,F,SI2,61.0,2851,3277.011494,46.73770492,SN,Positive
686,687,0.86,Premium,H,SI1,62.7,2851,3315.116279,45.47049442,Negative,Positive
687,688,0.74,Ideal,F,SI1,61.0,2851,3852.702703,46.73770492,SN,NR
688,689,0.58,Very Good,E,IF,60.6,2852,4917.241379,47.06270627,SN,NR
689,690,0.78,Ideal,I,VS1,61.5,2852,3656.410256,46.37398374,Positve,NR
